Customer Code,Customer Name,Order Reference,Status
320268,ZephyrTech Solutions,PO003977,Cancelled
320268,ZephyrTech Solutions,PO003982,Cancelled
320268,ZephyrTech Solutions,PO003984,Cancelled
320268,ZephyrTech Solutions,PO003993,Cancelled
320268,ZephyrTech Solutions,PO004365,Cancelled
320268,ZephyrTech Solutions,PO004752,Cancelled
320268,ZephyrTech Solutions,PO005381,Cancelled
320268,ZephyrTech Solutions,PO005511,Cancelled
320268,ZephyrTech Solutions,PO005592,Cancelled
320268,ZephyrTech Solutions,PO006737,Cancelled
320268,ZephyrTech Solutions,PO006739,Cancelled
320268,ZephyrTech Solutions,PO006877,Cancelled
320268,ZephyrTech Solutions,PO006990,Cancelled
320268,ZephyrTech Solutions,PO007139,Cancelled
320268,ZephyrTech Solutions,PO007449,Cancelled
320268,ZephyrTech Solutions,PO007544,Cancelled
320268,ZephyrTech Solutions,PO007665,Cancelled
320268,ZephyrTech Solutions,PO007792,Cancelled
320268,ZephyrTech Solutions,PO007892,Cancelled
320268,ZephyrTech Solutions,PO008449,Cancelled
320268,ZephyrTech Solutions,PO008933,Cancelled
320268,ZephyrTech Solutions,PO009657,Cancelled
320268,ZephyrTech Solutions,PO010072,Cancelled
320268,ZephyrTech Solutions,PO010125,Cancelled
320268,ZephyrTech Solutions,PO010332,Cancelled
320268,ZephyrTech Solutions,PO010584,Cancelled
320268,ZephyrTech Solutions,PO010617,Cancelled
320268,ZephyrTech Solutions,PO010764,Cancelled
320268,ZephyrTech Solutions,PO010765,Cancelled
320268,ZephyrTech Solutions,PO013226,Cancelled
320268,ZephyrTech Solutions,PO013742,Cancelled
320268,ZephyrTech Solutions,R4500279209,Cancelled
320287,Atomica Energy,PO009870,Cancelled
320301,BlueLoom Industries,PO001345,Cancelled
320311,CogniTech Solutions,PO011577,Cancelled
320311,CogniTech Solutions,PO011578,Cancelled
320312,DynamicDNA Analytics,PO002517,Cancelled
320312,DynamicDNA Analytics,PO004008,Cancelled
320479,Helios Dynamics,320479,Cancelled
320513,InfiniFusion Tech,PO001891,Cancelled
320523,JupiterWave Media,PO000136,Cancelled
320523,JupiterWave Media,PO000276,Cancelled
320523,JupiterWave Media,PO000560,Cancelled
320523,JupiterWave Media,PO001683,Cancelled
320523,JupiterWave Media,PO002030,Cancelled
320523,JupiterWave Media,PO002109,Cancelled
320523,JupiterWave Media,PO002269,Cancelled
320523,JupiterWave Media,PO002271,Cancelled
320523,JupiterWave Media,PO002272,Cancelled
320523,JupiterWave Media,PO002373,Cancelled
320523,JupiterWave Media,PO002416,Cancelled
320523,JupiterWave Media,PO002417,Cancelled
320523,JupiterWave Media,PO002485,Cancelled
320523,JupiterWave Media,PO002681,Cancelled
320523,JupiterWave Media,PO003067,Cancelled
320523,JupiterWave Media,PO003176,Cancelled
320523,JupiterWave Media,PO003225,Cancelled
320523,JupiterWave Media,PO003441,Cancelled
320523,JupiterWave Media,PO003718,Cancelled
320523,JupiterWave Media,PO003826,Cancelled
320523,JupiterWave Media,PO004091,Cancelled
320523,JupiterWave Media,PO004127,Cancelled
320523,JupiterWave Media,PO004540,Cancelled
320523,JupiterWave Media,PO004541,Cancelled
320523,JupiterWave Media,PO004542,Cancelled
320523,JupiterWave Media,PO004587,Cancelled
320523,JupiterWave Media,PO004631,Cancelled
320523,JupiterWave Media,PO004983,Cancelled
320523,JupiterWave Media,PO005097,Cancelled
320523,JupiterWave Media,PO005098,Cancelled
320523,JupiterWave Media,PO005099,Cancelled
320523,JupiterWave Media,PO005100,Cancelled
320523,JupiterWave Media,PO005101,Cancelled
320523,JupiterWave Media,PO005102,Cancelled
320523,JupiterWave Media,PO005103,Cancelled
320523,JupiterWave Media,PO005104,Cancelled
320523,JupiterWave Media,PO005328,Cancelled
320523,JupiterWave Media,PO005329,Cancelled
320523,JupiterWave Media,PO005330,Cancelled
320523,JupiterWave Media,PO005331,Cancelled
320523,JupiterWave Media,PO005332,Cancelled
320523,JupiterWave Media,PO005333,Cancelled
320523,JupiterWave Media,PO005334,Cancelled
320523,JupiterWave Media,PO005335,Cancelled
320523,JupiterWave Media,PO005336,Cancelled
320523,JupiterWave Media,PO005337,Cancelled
320523,JupiterWave Media,PO005397,Cancelled
320523,JupiterWave Media,PO005681,Cancelled
320523,JupiterWave Media,PO005689,Cancelled
320523,JupiterWave Media,PO006663,Cancelled
320523,JupiterWave Media,PO007966,Cancelled
320523,JupiterWave Media,PO008100,Cancelled
320523,JupiterWave Media,PO008569,Cancelled
320523,JupiterWave Media,PO009408,Cancelled
320523,JupiterWave Media,PO009551,Cancelled
320523,JupiterWave Media,PO009906,Cancelled
320523,JupiterWave Media,PO013391,Cancelled
320523,JupiterWave Media,U4500279694,Cancelled
320525,KinetiCore Robotics,PO000316,Cancelled
320525,KinetiCore Robotics,PO000859,Cancelled
320525,KinetiCore Robotics,PO000864,Cancelled
320525,KinetiCore Robotics,PO000865,Cancelled
320525,KinetiCore Robotics,PO001886,Cancelled
320525,KinetiCore Robotics,PO003323,Cancelled
320525,KinetiCore Robotics,PO003850,Cancelled
320525,KinetiCore Robotics,PO011109,Cancelled
320525,KinetiCore Robotics,PO011130,Cancelled
320525,KinetiCore Robotics,PO011948,Cancelled
320525,KinetiCore Robotics,U4500289675,Cancelled
320540,LumenVista Ltd.,PO000140,Cancelled
320540,LumenVista Ltd.,PO001718,Cancelled
320564,NeuroNexxus Tech,PO000631,Cancelled
400037,ProtonStar Innovations,PO002121,Cancelled
400037,ProtonStar Innovations,PO002124,Cancelled
400037,ProtonStar Innovations,PO002832,Cancelled
400038,Quellion Pharmaceuticals,4500287253,Cancelled
400040,RadiantMind Tech,PO000064,Cancelled
400040,RadiantMind Tech,PO000160,Cancelled
400040,RadiantMind Tech,PO000168,Cancelled
400040,RadiantMind Tech,PO000174,Cancelled
400040,RadiantMind Tech,PO000183,Cancelled
400040,RadiantMind Tech,PO000184,Cancelled
400040,RadiantMind Tech,PO000185,Cancelled
400040,RadiantMind Tech,PO000186,Cancelled
400040,RadiantMind Tech,PO000187,Cancelled
400040,RadiantMind Tech,PO000188,Cancelled
400040,RadiantMind Tech,PO000191,Cancelled
400040,RadiantMind Tech,PO000227,Cancelled
400040,RadiantMind Tech,PO000230,Cancelled
400040,RadiantMind Tech,PO000240,Cancelled
400040,RadiantMind Tech,PO000242,Cancelled
400040,RadiantMind Tech,PO000252,Cancelled
400040,RadiantMind Tech,PO000277,Cancelled
400040,RadiantMind Tech,PO000330,Cancelled
400040,RadiantMind Tech,PO000371,Cancelled
400040,RadiantMind Tech,PO000390,Cancelled
400040,RadiantMind Tech,PO000463,Cancelled
400040,RadiantMind Tech,PO000464,Cancelled
400040,RadiantMind Tech,PO000559,Cancelled
400040,RadiantMind Tech,PO000611,Cancelled
400040,RadiantMind Tech,PO000658,Cancelled
400040,RadiantMind Tech,PO000661,Cancelled
400040,RadiantMind Tech,PO000744,Cancelled
400040,RadiantMind Tech,PO000885,Cancelled
400040,RadiantMind Tech,PO000954,Cancelled
400040,RadiantMind Tech,PO000968,Cancelled
400040,RadiantMind Tech,PO001159,Cancelled
400040,RadiantMind Tech,PO001167,Cancelled
400040,RadiantMind Tech,PO001192,Cancelled
400040,RadiantMind Tech,PO001297,Cancelled
400040,RadiantMind Tech,PO001318,Cancelled
400040,RadiantMind Tech,PO001622,Cancelled
400040,RadiantMind Tech,PO001723,Cancelled
400040,RadiantMind Tech,PO001875,Cancelled
400040,RadiantMind Tech,PO001876,Cancelled
400040,RadiantMind Tech,PO001878,Cancelled
400040,RadiantMind Tech,PO002162,Cancelled
400040,RadiantMind Tech,PO002201,Cancelled
400040,RadiantMind Tech,PO002277,Cancelled
400040,RadiantMind Tech,PO003401,Cancelled
400040,RadiantMind Tech,PO004634,Cancelled
400040,RadiantMind Tech,PO004757,Cancelled
400040,RadiantMind Tech,PO005262,Cancelled
400040,RadiantMind Tech,PO006056,Cancelled
400040,RadiantMind Tech,PO006114,Cancelled
400040,RadiantMind Tech,PO006140,Cancelled
400040,RadiantMind Tech,PO006412,Cancelled
400040,RadiantMind Tech,PO006414,Cancelled
400040,RadiantMind Tech,PO006830,Cancelled
400040,RadiantMind Tech,PO007123,Cancelled
400040,RadiantMind Tech,PO007131,Cancelled
400040,RadiantMind Tech,PO007137,Cancelled
400040,RadiantMind Tech,PO007354,Cancelled
400040,RadiantMind Tech,PO007418,Cancelled
400040,RadiantMind Tech,PO007521,Cancelled
400040,RadiantMind Tech,PO007528,Cancelled
400040,RadiantMind Tech,PO007529,Cancelled
400040,RadiantMind Tech,PO007891,Cancelled
400040,RadiantMind Tech,PO008059,Cancelled
400040,RadiantMind Tech,PO008224,Cancelled
400040,RadiantMind Tech,PO008283,Cancelled
400040,RadiantMind Tech,PO008298,Cancelled
400040,RadiantMind Tech,PO008483,Cancelled
400040,RadiantMind Tech,PO008531,Cancelled
400040,RadiantMind Tech,PO008591,Cancelled
400040,RadiantMind Tech,PO008704,Cancelled
400040,RadiantMind Tech,PO009663,Cancelled
400040,RadiantMind Tech,PO009719,Cancelled
400040,RadiantMind Tech,PO009742,Cancelled
400040,RadiantMind Tech,PO009778,Cancelled
400040,RadiantMind Tech,PO009915,Cancelled
400040,RadiantMind Tech,PO009937,Cancelled
400040,RadiantMind Tech,PO010053,Cancelled
400040,RadiantMind Tech,PO010187,Cancelled
400040,RadiantMind Tech,PO010190,Cancelled
400040,RadiantMind Tech,PO010245,Cancelled
400040,RadiantMind Tech,PO010314,Cancelled
400040,RadiantMind Tech,PO010547,Cancelled
400040,RadiantMind Tech,PO010576,Cancelled
400040,RadiantMind Tech,PO010759,Cancelled
400040,RadiantMind Tech,PO010760,Cancelled
400040,RadiantMind Tech,PO010793,Cancelled
400040,RadiantMind Tech,PO010912,Cancelled
400040,RadiantMind Tech,PO010922,Cancelled
400040,RadiantMind Tech,PO011100,Cancelled
400040,RadiantMind Tech,PO012056,Cancelled
400042,Synthetix Solutions,R4500283328,Cancelled
400043,TechZenith Ltd.,U4500187808,Cancelled
400044,Uplift Dynamics,PO000218,Cancelled
400045,Veloce Innovations,PO003721,Cancelled
400045,Veloce Innovations,PO007419,Cancelled
400045,Veloce Innovations,PO007507,Cancelled
400045,Veloce Innovations,PO008265,Cancelled
400045,Veloce Innovations,PO012101,Cancelled
400048,Xentrix Robotics,PO000388,Cancelled
400048,Xentrix Robotics,PO000482,Cancelled
400048,Xentrix Robotics,PO000585,Cancelled
400048,Xentrix Robotics,PO001070,Cancelled
400048,Xentrix Robotics,PO001225,Cancelled
400048,Xentrix Robotics,PO001226,Cancelled
400048,Xentrix Robotics,PO001230,Cancelled
400048,Xentrix Robotics,PO001253,Cancelled
400048,Xentrix Robotics,PO001379,Cancelled
400048,Xentrix Robotics,PO001426,Cancelled
400048,Xentrix Robotics,PO010792,Cancelled
400049,ZypherTech Ltd.,PO000657,Cancelled
400049,ZypherTech Ltd.,PO006448,Cancelled
400049,ZypherTech Ltd.,PO006463,Cancelled
400049,ZypherTech Ltd.,PO006745,Cancelled
400049,ZypherTech Ltd.,PO006746,Cancelled
400051,BrainWave Dynamics,PO000510,Cancelled
400057,EonWave Systems,PO003828,Cancelled
400065,Juxtapose Innovations,PO002355,Cancelled
400065,Juxtapose Innovations,PO002356,Cancelled
400065,Juxtapose Innovations,PO002357,Cancelled
400065,Juxtapose Innovations,PO003371,Cancelled
400065,Juxtapose Innovations,PO004027,Cancelled
400065,Juxtapose Innovations,PO004695,Cancelled
400065,Juxtapose Innovations,PO004696,Cancelled
400065,Juxtapose Innovations,PO010817,Cancelled
400069,MyoTech Solutions,PO009866,Cancelled
400069,MyoTech Solutions,PO013669,Cancelled
400073,OmegaWave Robotics,PO001073,Cancelled
400073,OmegaWave Robotics,PO003222,Cancelled
400073,OmegaWave Robotics,PO004029,Cancelled
400073,OmegaWave Robotics,PO004974,Cancelled
400073,OmegaWave Robotics,PO010206,Cancelled
400073,OmegaWave Robotics,PO012041,Cancelled
400073,OmegaWave Robotics,PO013170,Cancelled
400075,Quixotix Dynamics,PO002585,Cancelled
400075,Quixotix Dynamics,PO002588,Cancelled
400083,Synthia Solutions,PO009908,Cancelled
400084,TechLoom Innovations,PO001970,Cancelled
400084,TechLoom Innovations,PO008837,Cancelled
400084,TechLoom Innovations,PO008888,Cancelled
400086,UnisonBio Ltd.,PO001936,Cancelled
400086,UnisonBio Ltd.,PO002435,Cancelled
400086,UnisonBio Ltd.,PO006462,Cancelled
400090,XyloCore Innovations,PO003932,Cancelled
400090,XyloCore Innovations,PO004995,Cancelled
400090,XyloCore Innovations,PO004996,Cancelled
400090,XyloCore Innovations,PO004997,Cancelled
400090,XyloCore Innovations,PO004998,Cancelled
400090,XyloCore Innovations,PO004999,Cancelled
400090,XyloCore Innovations,PO005000,Cancelled
400090,XyloCore Innovations,PO005001,Cancelled
400090,XyloCore Innovations,PO006590,Cancelled
400090,XyloCore Innovations,PO006591,Cancelled
400093,ApexZen Biomedics,PO003529,Cancelled
400105,JupiCore Robotics,PO008617,Cancelled
400106,KinetiQ BioSolutions,PO004189,Cancelled
400106,KinetiQ BioSolutions,PO005437,Cancelled
400106,KinetiQ BioSolutions,PO008849,Cancelled
400106,KinetiQ BioSolutions,PO008899,Cancelled
400108,MatrixGen Innovations,PO004707,Cancelled
400109,NeuroWave Dynamics,PO004500,Cancelled
400109,NeuroWave Dynamics,PO004577,Cancelled
400109,NeuroWave Dynamics,PO004872,Cancelled
400109,NeuroWave Dynamics,PO005014,Cancelled
400109,NeuroWave Dynamics,PO005039,Cancelled
400109,NeuroWave Dynamics,PO005090,Cancelled
400109,NeuroWave Dynamics,PO005091,Cancelled
400109,NeuroWave Dynamics,PO005158,Cancelled
400109,NeuroWave Dynamics,PO005162,Cancelled
400109,NeuroWave Dynamics,PO005179,Cancelled
400109,NeuroWave Dynamics,PO005204,Cancelled
400109,NeuroWave Dynamics,PO005205,Cancelled
400109,NeuroWave Dynamics,PO005225,Cancelled
400109,NeuroWave Dynamics,PO005244,Cancelled
400109,NeuroWave Dynamics,PO005246,Cancelled
400109,NeuroWave Dynamics,PO005299,Cancelled
400109,NeuroWave Dynamics,PO005300,Cancelled
400109,NeuroWave Dynamics,PO005419,Cancelled
400109,NeuroWave Dynamics,PO005491,Cancelled
400109,NeuroWave Dynamics,PO005667,Cancelled
400109,NeuroWave Dynamics,PO006062,Cancelled
400109,NeuroWave Dynamics,PO006253,Cancelled
400109,NeuroWave Dynamics,PO006286,Cancelled
400109,NeuroWave Dynamics,PO006640,Cancelled
400109,NeuroWave Dynamics,PO006641,Cancelled
400109,NeuroWave Dynamics,PO006894,Cancelled
400109,NeuroWave Dynamics,PO006905,Cancelled
400109,NeuroWave Dynamics,PO006963,Cancelled
400109,NeuroWave Dynamics,PO007126,Cancelled
400109,NeuroWave Dynamics,PO007174,Cancelled
400109,NeuroWave Dynamics,PO007273,Cancelled
400109,NeuroWave Dynamics,PO007367,Cancelled
400109,NeuroWave Dynamics,PO007533,Cancelled
400109,NeuroWave Dynamics,PO007659,Cancelled
400109,NeuroWave Dynamics,PO008390,Cancelled
400109,NeuroWave Dynamics,PO008484,Cancelled
400109,NeuroWave Dynamics,PO008765,Cancelled
400109,NeuroWave Dynamics,PO008879,Cancelled
400109,NeuroWave Dynamics,PO008880,Cancelled
400109,NeuroWave Dynamics,PO008956,Cancelled
400109,NeuroWave Dynamics,PO008973,Cancelled
400109,NeuroWave Dynamics,PO009077,Cancelled
400109,NeuroWave Dynamics,PO009394,Cancelled
400109,NeuroWave Dynamics,PO009481,Cancelled
400109,NeuroWave Dynamics,PO009546,Cancelled
400109,NeuroWave Dynamics,PO009628,Cancelled
400109,NeuroWave Dynamics,PO009824,Cancelled
400109,NeuroWave Dynamics,PO009832,Cancelled
400109,NeuroWave Dynamics,PO010027,Cancelled
400109,NeuroWave Dynamics,PO010063,Cancelled
400109,NeuroWave Dynamics,PO010116,Cancelled
400109,NeuroWave Dynamics,PO010502,Cancelled
400109,NeuroWave Dynamics,PO010733,Cancelled
400109,NeuroWave Dynamics,PO011264,Cancelled
400109,NeuroWave Dynamics,PO011700,Cancelled
400109,NeuroWave Dynamics,PO012704,Cancelled
400109,NeuroWave Dynamics,PO012784,Cancelled
400109,NeuroWave Dynamics,PO012908,Cancelled
400109,NeuroWave Dynamics,PO012963,Cancelled
400109,NeuroWave Dynamics,PO012964,Cancelled
400109,NeuroWave Dynamics,PO013033,Cancelled
400110,OptiNova BioPharma,PO005924,Cancelled
400110,OptiNova BioPharma,PO006398,Cancelled
400110,OptiNova BioPharma,PO006797,Cancelled
400110,OptiNova BioPharma,PO007044,Cancelled
400110,OptiNova BioPharma,PO007582,Cancelled
400110,OptiNova BioPharma,PO008053,Cancelled
400118,TechVista Ltd.,PO006338,Cancelled
400118,TechVista Ltd.,PO007118,Cancelled
400118,TechVista Ltd.,PO007408,Cancelled
400118,TechVista Ltd.,PO007463,Cancelled
400118,TechVista Ltd.,PO007608,Cancelled
400118,TechVista Ltd.,PO008750,Cancelled
400118,TechVista Ltd.,PO009953,Cancelled
400118,TechVista Ltd.,PO010834,Cancelled
400118,TechVista Ltd.,PO012603,Cancelled
400119,Uplift BioTech,PO007109,Cancelled
400120,VelociReach Solutions,PO006571,Cancelled
400121,WiseWise Analytics,PO008188,Cancelled
400121,WiseWise Analytics,PO008191,Cancelled
400121,WiseWise Analytics,PO008193,Cancelled
400123,XyloSol Robotics,PO005992,Cancelled
400123,XyloSol Robotics,PO006747,Cancelled
400125,AquaVerse BioSolutions,PO007593,Cancelled
400127,ChronoGen Tech,PO006217,Cancelled
400128,DynaXcel Robotics,PO006332,Cancelled
400130,Ferox Media,PO007442,Cancelled
400137,Juxtapose Tech,PO006761,Cancelled
400137,Juxtapose Tech,PO007101,Cancelled
400137,Juxtapose Tech,PO008470,Cancelled
400137,Juxtapose Tech,PO009797,Cancelled
400137,Juxtapose Tech,PO011412,Cancelled
400137,Juxtapose Tech,PO011837,Cancelled
400137,Juxtapose Tech,PO012898,Cancelled
400137,Juxtapose Tech,PO012899,Cancelled
400140,MyoDynamics Ltd.,PO009250,Cancelled
400140,MyoDynamics Ltd.,PO009357,Cancelled
400140,MyoDynamics Ltd.,PO009791,Cancelled
400140,MyoDynamics Ltd.,PO012619,Cancelled
400149,TechLume Dynamics,PO011139,Cancelled
400159,DigiCore Robotics,PO011929,Cancelled
400166,InfiniReach Solutions,PO009475,Cancelled
400166,InfiniReach Solutions,PO009968,Cancelled
400166,InfiniReach Solutions,PO010571,Cancelled
400166,InfiniReach Solutions,PO010741,Cancelled
400284,NeuroVista BioPharma,PO009939,Cancelled
400284,NeuroVista BioPharma,PO010023,Cancelled
400299,AquaGen Dynamics,PO010982,Cancelled
400299,AquaGen Dynamics,PO011704,Cancelled
400299,AquaGen Dynamics,PO011726,Cancelled
400299,AquaGen Dynamics,PO011813,Cancelled
400300,BrainReach Innovations,PO010675,Cancelled
400301,ChronoTech Solutions,PO010923,Cancelled
400312,LuminaX Dynamics,PO011271,Cancelled
400316,PrismaReach Solutions,PO011734,Cancelled
400318,RadiantCore Tech,PO011548,Cancelled
400319,SynthiSpark Solutions,PO012504,Cancelled
400320,TechXcel Innovations,PO012355,Cancelled
400320,TechXcel Innovations,PO012983,Cancelled
400342,NeuroXcel Innovations,PO013940,Cancelled
